vowel,F1,F2,F3
a,7.155285370506506,10.532435031307125,14.210649786573603
e,4.236115918803882,13.027515473414592,14.186065461318085
i,2.7184949215276464,13.627066834743605,15.220667685445283
o,5.4626423695698545,7.611622194815432,14.293583832277028
u,4.278544548705559,9.124517696430507,15.113681398453675
